32,32

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,26,27,137,27,27,27,28,0,0,0,0,0,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,0,
0,40,144,145,1,1,32,50,0,0,0,0,0,240,1,1,1,1,1,1,1,1,241,241,241,241,241,241,241,241,242,1,
0,48,1,1,1,1,49,50,0,0,0,0,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,242,1,
0,48,1,1,1,1,49,50,0,0,0,0,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,242,1,
0,48,1,1,1,1,49,50,0,0,0,0,0,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,242,1,
0,48,1,1,1,49,49,50,26,27,27,27,28,48,1,1,1,1,1,29,30,30,30,30,30,30,30,31,1,1,242,1,
0,48,49,49,49,49,49,1,1,1,1,1,1,241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,242,1,
0,56,57,57,57,57,57,57,57,57,57,57,249,241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,242,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,242,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,242,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,242,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,242,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,242,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,242,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,242,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,249,0,0,0,0,0,0,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,



5,52,52,52,52,52,52,52,0,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,5,
5,10,14,14,11,11,11,12,5,0,0,0,5,10,11,14,11,11,11,7,11,11,11,14,14,11,11,11,7,14,12,5,
5,0,136,137,0,0,24,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,0,0,0,0,0,0,0,244,244,244,244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,0,0,0,0,0,0,0,10,11,7,11,12,0,0,0,0,0,0,21,22,22,22,22,22,22,22,23,0,0,0,5,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
